p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
KLRK1	7.13862856613434e-06	0.889342600193024	0.667	0.137	0.138582196354366	CD8+ effector T cells	KLRK1
PARD6G	8.91801882689495e-06	0.602151859284045	0.333	0.039	0.173125499486512	CD8+ effector T cells	PARD6G
CDCA7	1.14859565465914e-05	0.648659583738259	0.333	0.04	0.222976874438979	CD8+ effector T cells	CDCA7
RGS9	1.19189670718905e-05	0.728568971103761	0.333	0.042	0.231382907766611	CD8+ effector T cells	RGS9
PSTPIP1	2.12027268059158e-05	1.00353711899655	0.444	0.08	0.411608535483244	CD8+ effector T cells	PSTPIP1
RUNX2	2.18238442709298e-05	0.856352535632321	0.333	0.044	0.42366628883156	CD8+ effector T cells	RUNX2
ARL6IP6	2.20177332225863e-05	0.946521576948706	0.556	0.125	0.427430255050068	CD8+ effector T cells	ARL6IP6
JAML	3.45491442996348e-05	1.28101724220674	0.778	0.278	0.67070253828881	CD8+ effector T cells	JAML
CD22	3.88290566525887e-05	1.06589355540281	1	0.394	0.753788476796704	CD8+ effector T cells	CD2
HCST	4.06551881826481e-05	1.21386755854395	1	0.495	0.789239168189748	CD8+ effector T cells	HCST
GZMM	4.25374495785795e-05	0.815263856812371	0.556	0.117	0.825779508668964	CD8+ effector T cells	GZMM
TRGC2	4.93260351230746e-05	1.14448256116571	0.556	0.117	0.957566319844247	CD8+ effector T cells	TRGC2
CXCR61	5.0550995090549e-05	1.18421597851047	0.667	0.174	0.981346467692828	CD8+ effector T cells	CXCR6
CD2472	5.53893166760478e-05	0.832494918665054	0.556	0.121	1	CD8+ effector T cells	CD247
BTN3A21	6.15109334628005e-05	0.966900333570737	0.667	0.187	1	CD8+ effector T cells	BTN3A2
CD482	6.67317395767911e-05	0.991350130769499	0.889	0.408	1	CD8+ effector T cells	CD48
LINC00892	7.38443715528442e-05	0.648145394556202	0.333	0.049	1	CD8+ effector T cells	LINC00892
RPS272	0.000158212948751874	0.542940066575198	1	0.988	1	CD8+ effector T cells	RPS27
MYL12B	0.000172159616832083	0.79196479475658	1	0.658	1	CD8+ effector T cells	MYL12B
GPR155	0.000233355564731043	0.767894026543073	0.333	0.057	1	CD8+ effector T cells	GPR155
ZDHHC2	0.000292669697456301	0.729290521228709	0.333	0.059	1	CD8+ effector T cells	ZDHHC2
NKTR	0.000306086736988259	0.809496482411152	0.778	0.304	1	CD8+ effector T cells	NKTR
RPS3	0.000324110907585034	0.514259758651084	1	0.97	1	CD8+ effector T cells	RPS3
TBCD	0.000325270115213438	0.842276149300198	0.444	0.101	1	CD8+ effector T cells	TBCD
EGLN1	0.00049492683782148	0.847933948712944	0.444	0.109	1	CD8+ effector T cells	EGLN1
APOBEC3G	0.000546338209609314	1.19113232787696	0.556	0.166	1	CD8+ effector T cells	APOBEC3G
SKA2	0.000554347964867591	0.993105690553996	0.444	0.116	1	CD8+ effector T cells	SKA2
BORCS7	0.000716244070983863	0.759511601157793	0.556	0.177	1	CD8+ effector T cells	BORCS7
TBC1D10C	0.000760671969593825	0.761472311675708	0.444	0.108	1	CD8+ effector T cells	TBC1D10C
CD521	0.000807941965099879	0.739358738791746	1	0.626	1	CD8+ effector T cells	CD52
KATNA1	0.000893543409368024	0.808640973695448	0.333	0.068	1	CD8+ effector T cells	KATNA1
PPHLN1	0.000897585330384799	0.844013805846468	0.556	0.185	1	CD8+ effector T cells	PPHLN1
CENPC	0.0011031733553945	0.8224271478977	0.444	0.117	1	CD8+ effector T cells	CENPC
IPCEF1	0.00111138065849586	0.746273190105413	0.333	0.066	1	CD8+ effector T cells	IPCEF1
IL322	0.00111574169683071	1.27726490570596	0.778	0.425	1	CD8+ effector T cells	IL32
CD99	0.00116227638222038	0.837146487523297	0.889	0.48	1	CD8+ effector T cells	CD99
RPS7	0.00121244589636877	0.48280707337207	1	0.95	1	CD8+ effector T cells	RPS7
NDUFAF4	0.00150410306927586	0.932451118591611	0.333	0.073	1	CD8+ effector T cells	NDUFAF4
B2M2	0.00173495257503798	0.378001102093928	1	0.997	1	CD8+ effector T cells	B2M
CD3G	0.00184827437371492	0.659503372855785	0.667	0.239	1	CD8+ effector T cells	CD3G
TMEM9B	0.00186077879476594	0.821760917010516	0.556	0.213	1	CD8+ effector T cells	TMEM9B
HLA-C1	0.00189945071759321	0.535729422039582	1	0.907	1	CD8+ effector T cells	HLA-C
HGS	0.00197154360400791	0.885339901304936	0.333	0.077	1	CD8+ effector T cells	HGS
IMP4	0.00197901190468278	0.951714109152046	0.444	0.136	1	CD8+ effector T cells	IMP4
OCIAD21	0.00214295122319125	0.723244679727442	0.556	0.195	1	CD8+ effector T cells	OCIAD2
SRP68	0.00220913136243887	0.825702847898868	0.333	0.078	1	CD8+ effector T cells	SRP68
TRAC2	0.00222048406789118	0.84407656591877	0.778	0.38	1	CD8+ effector T cells	TRAC
RPL23A	0.00232370835646404	0.490919812263925	1	0.969	1	CD8+ effector T cells	RPL23A
USP16	0.00252071261986426	0.910481493030434	0.556	0.221	1	CD8+ effector T cells	USP16
RPL10A	0.00267976017093341	0.411763046029566	1	0.939	1	CD8+ effector T cells	RPL10A
ITGB2	0.00268162094604393	0.865175844406986	0.667	0.288	1	CD8+ effector T cells	ITGB2
UBQLN1	0.00276823265796023	0.806023802696997	0.444	0.139	1	CD8+ effector T cells	UBQLN1
NECAP1	0.00277863475162759	0.73542033512956	0.333	0.078	1	CD8+ effector T cells	NECAP1
CCL4	0.00278863875513616	1.09981089047167	0.667	0.253	1	CD8+ effector T cells	CCL4
GCDH	0.00307790500412869	0.687235728910996	0.333	0.078	1	CD8+ effector T cells	GCDH
KLRD1	0.00337190856164897	1.31777271851772	0.444	0.141	1	CD8+ effector T cells	KLRD1
RPL19	0.00343820428075087	0.441504914225588	1	0.972	1	CD8+ effector T cells	RPL19
ARFRP1	0.00347794708328659	0.773119231768609	0.333	0.083	1	CD8+ effector T cells	ARFRP1
SPON2	0.00362068913247481	0.632039482115399	0.333	0.08	1	CD8+ effector T cells	SPON2
SUSD3	0.00365122205418833	0.87514537466815	0.333	0.082	1	CD8+ effector T cells	SUSD3
RAD1	0.00365122205418833	0.718032539505787	0.333	0.082	1	CD8+ effector T cells	RAD1
PRDM1	0.00368591492798674	0.546960739297633	0.444	0.129	1	CD8+ effector T cells	PRDM1
REXO4	0.00378621480148057	0.826018363889629	0.333	0.084	1	CD8+ effector T cells	REXO4
TAF7	0.00398271972265119	0.630552444588801	0.667	0.312	1	CD8+ effector T cells	TAF7
RPL30	0.00400841633127519	0.44874959276501	1	0.97	1	CD8+ effector T cells	RPL30
SLC25A38	0.00415897470753742	0.550643804755373	0.333	0.08	1	CD8+ effector T cells	SLC25A38
RPS10	0.00432364238295379	0.505762966127001	1	0.894	1	CD8+ effector T cells	RPS10
OXNAD1	0.00469632702451681	0.575308143772809	0.444	0.134	1	CD8+ effector T cells	OXNAD1
HLA-B2	0.00470812135659049	0.417990452436999	1	0.962	1	CD8+ effector T cells	HLA-B
HLA-A2	0.00482274602761502	0.371713693784788	1	0.956	1	CD8+ effector T cells	HLA-A
FYB12	0.00515928956804131	0.723334349809239	0.778	0.43	1	CD8+ effector T cells	FYB1
LSP1	0.00527994342302037	0.964538256204644	0.667	0.355	1	CD8+ effector T cells	LSP1
RPL281	0.00533025918404776	0.344682273518969	1	0.974	1	CD8+ effector T cells	RPL28
SRSF8	0.00542675535209349	0.743456938787633	0.444	0.15	1	CD8+ effector T cells	SRSF8
PNN	0.00549698676676422	0.780907128433134	0.667	0.345	1	CD8+ effector T cells	PNN
GIT2	0.00556069369873241	0.81826460383008	0.333	0.09	1	CD8+ effector T cells	GIT2
CCDC69	0.00564407390822279	0.746121093207719	0.333	0.089	1	CD8+ effector T cells	CCDC69
EMC4	0.00572530417625284	0.853477595731354	0.556	0.246	1	CD8+ effector T cells	EMC4
EVL2	0.00583130312519009	0.720184907469049	0.778	0.39	1	CD8+ effector T cells	EVL
CHMP4A	0.00593168029242133	0.749901258862044	0.667	0.371	1	CD8+ effector T cells	CHMP4A
EIF3B	0.00622939106991935	0.634117307238373	0.333	0.09	1	CD8+ effector T cells	EIF3B
PYHIN1	0.006393432872835	0.646798752818589	0.333	0.085	1	CD8+ effector T cells	PYHIN1
CD691	0.00642981601035707	0.447157395849552	0.667	0.275	1	CD8+ effector T cells	CD69
CD3E2	0.00664349848704711	0.639473034104492	0.778	0.326	1	CD8+ effector T cells	CD3E
ARAP2	0.00676787699765627	0.442952423901005	0.333	0.083	1	CD8+ effector T cells	ARAP2
ZNRD2	0.00690003124303346	0.776717897035975	0.333	0.093	1	CD8+ effector T cells	ZNRD2
RPS26	0.00700546703434544	0.516752881506251	1	0.947	1	CD8+ effector T cells	RPS26
SCML4	0.0073113968360332	0.504360552935733	0.333	0.083	1	CD8+ effector T cells	SCML4
CKAP2	0.0073517455409745	0.701445248418094	0.333	0.089	1	CD8+ effector T cells	CKAP2
RPS15A1	0.00764548044256398	0.350910928296053	1	0.97	1	CD8+ effector T cells	RPS15A
HLA-E2	0.00790513005551856	0.486723889779338	1	0.856	1	CD8+ effector T cells	HLA-E
ZNF33A	0.00871794709274738	0.51553743941431	0.333	0.092	1	CD8+ effector T cells	ZNF33A
HEIH	0.00918225042625576	0.880039840178896	0.333	0.099	1	CD8+ effector T cells	HEIH
LUC7L3	0.00942577751094348	0.699036549960764	0.778	0.462	1	CD8+ effector T cells	LUC7L3
CD271	0.00955774326204579	0.72861671009864	0.333	0.092	1	CD8+ effector T cells	CD27
CXCR42	4.79508982330334e-43	0.811764498414405	0.982	0.696	9.30870787397877e-39	CD8+ naive T cells	CXCR4
ZFP36L21	6.51215608590927e-36	0.699267761449705	0.964	0.73	1.26420486095757e-31	CD8+ naive T cells	ZFP36L2
IL7R2	2.95689782560752e-33	0.813320979739034	0.785	0.421	5.74022574885187e-29	CD8+ naive T cells	IL7R
BTG11	2.03174330819702e-31	0.581150441561748	0.987	0.922	3.94422328420287e-27	CD8+ naive T cells	BTG1
RPLP2	1.51528759936526e-30	0.364456448335771	0.969	0.983	2.94162781664779e-26	CD8+ naive T cells	RPLP2
RPS273	2.57839254869246e-29	0.396188061268293	0.973	0.991	5.00543345477667e-25	CD8+ naive T cells	RPS27
LINC-PINT2	9.26346790224318e-29	0.712781657121033	0.865	0.592	1.79831702386247e-24	CD8+ naive T cells	LINC-PINT
RPL23A1	1.38260817282475e-28	0.37462388536697	0.955	0.972	2.68405724590468e-24	CD8+ naive T cells	RPL23A
CD23	2.58408919460246e-28	0.667007043928626	0.726	0.339	5.01649235348175e-24	CD8+ naive T cells	CD2
RPL132	4.6404379297904e-28	0.37421471648554	0.978	0.981	9.0084821531021e-24	CD8+ naive T cells	RPL13
RPS15A2	6.12929298129076e-28	0.384704884739859	0.969	0.971	1.18987964645798e-23	CD8+ naive T cells	RPS15A
RPS292	2.54877660078063e-27	0.3841059406512	0.96	0.972	4.94794001509543e-23	CD8+ naive T cells	RPS29
TRBC22	5.76493174044968e-27	0.715717188528662	0.655	0.28	1.1191461987735e-22	CD8+ naive T cells	TRBC2
SPOCK22	5.72241761556547e-26	0.656034330622917	0.543	0.207	1.11089293170972e-21	CD8+ naive T cells	SPOCK2
TRAC3	9.33790856117561e-26	0.599536596131981	0.713	0.324	1.81276818898102e-21	CD8+ naive T cells	TRAC
RPL301	9.64241418580615e-25	0.338817613201342	0.964	0.972	1.87188186589055e-20	CD8+ naive T cells	RPL30
CREM1	8.83820687967386e-24	0.617159983587657	0.906	0.706	1.71576110155109e-19	CD8+ naive T cells	CREM
SARAF2	1.03729476953831e-23	0.541722790149644	0.888	0.809	2.01370033610471e-19	CD8+ naive T cells	SARAF
CCR71	7.68242771396075e-23	0.730727325890952	0.368	0.118	1.4913896921112e-18	CD8+ naive T cells	CCR7
BCL11B2	8.24903459816841e-23	0.642380395049279	0.52	0.208	1.60138508654243e-18	CD8+ naive T cells	BCL11B
RPS31	5.60800909226014e-22	0.343787048937356	0.955	0.973	1.08868280508046e-17	CD8+ naive T cells	RPS3
TRAT12	1.42397213818296e-21	0.572928359863272	0.327	0.093	2.76435711185457e-17	CD8+ naive T cells	TRAT1
DUSP2	1.92030426867787e-21	0.704902921476663	0.753	0.493	3.72788667678435e-17	CD8+ naive T cells	DUSP2
RPL282	2.6308042810587e-21	0.306532688217915	0.96	0.976	5.10718035081926e-17	CD8+ naive T cells	RPL28
RPL13A	3.83974196775272e-21	0.314480786465023	0.982	0.983	7.45409108199835e-17	CD8+ naive T cells	RPL13A
CD3E3	5.22544593693994e-21	0.59547506374352	0.614	0.279	1.01441581973815e-16	CD8+ naive T cells	CD3E
PTPRC2	1.25860520579957e-19	0.569908501102552	0.771	0.52	2.4433302860187e-15	CD8+ naive T cells	PTPRC
RPS25	1.33028290474887e-19	0.301096704369913	0.955	0.969	2.58247820298897e-15	CD8+ naive T cells	RPS25
TUBA4A	1.71500902048597e-19	0.826567068521115	0.547	0.271	3.32934701146941e-15	CD8+ naive T cells	TUBA4A
CD3D3	2.51664352855299e-19	0.55170006328775	0.7	0.344	4.88556008197992e-15	CD8+ naive T cells	CD3D
CNOT6L1	4.24557130169016e-19	0.669169227954567	0.601	0.328	8.24192756797111e-15	CD8+ naive T cells	CNOT6L
ISG201	5.67950111528143e-19	0.542928111951902	0.682	0.383	1.10256155150958e-14	CD8+ naive T cells	ISG20
FYN2	1.08628697327499e-18	0.5785417220009	0.632	0.344	2.10880890121874e-14	CD8+ naive T cells	FYN
RPS27A1	5.26982393031533e-18	0.312654132198928	0.964	0.976	1.02303091959212e-13	CD8+ naive T cells	RPS27A
LINC00513	5.46377744642437e-18	0.696004904002503	0.502	0.247	1.06068311567436e-13	CD8+ naive T cells	LINC00513
GZMK	1.10482205883976e-17	1.05567557416352	0.278	0.084	2.14479106282563e-13	CD8+ naive T cells	GZMK
KLRB12	2.43635443842331e-17	0.783366469839775	0.426	0.174	4.72969487131118e-13	CD8+ naive T cells	KLRB1
AC016831.5	4.31862446814735e-17	0.666743543128807	0.61	0.371	8.38374568001444e-13	CD8+ naive T cells	AC016831.5
YPEL5	4.34684124604601e-17	0.557416054337161	0.704	0.51	8.43852291094912e-13	CD8+ naive T cells	YPEL5
FYB13	6.54061485396825e-17	0.56971006531909	0.637	0.396	1.26972956160086e-12	CD8+ naive T cells	FYB1
RPS261	1.19969493071766e-16	0.331971193769788	0.937	0.949	2.32896776900219e-12	CD8+ naive T cells	RPS26
RPS191	2.37693396587602e-16	0.277513448876474	0.96	0.975	4.61434190795512e-12	CD8+ naive T cells	RPS19
CLEC2D1	5.132437539071e-16	0.523518376169724	0.556	0.285	9.96360099459853e-12	CD8+ naive T cells	CLEC2D
SRSF72	5.77190625668689e-16	0.498056109154026	0.821	0.658	1.12050016161063e-11	CD8+ naive T cells	SRSF7
SYTL3	8.68903147805e-16	0.43452099684064	0.664	0.387	1.68680168083385e-11	CD8+ naive T cells	SYTL3
LEPROTL1	3.57419230994361e-15	0.578484859505789	0.668	0.479	6.93857953129352e-11	CD8+ naive T cells	LEPROTL1
RPL31	5.41942246306265e-15	0.258473186740339	0.964	0.967	1.05207248275435e-10	CD8+ naive T cells	RPL31
RPS15	6.81086268749887e-15	0.254507068883746	0.946	0.973	1.32219277352416e-10	CD8+ naive T cells	RPS15
CD483	8.14640893661409e-15	0.548049676753161	0.596	0.379	1.58146236686489e-10	CD8+ naive T cells	CD48
RGS11	8.87991588675558e-15	0.485257323880957	0.821	0.591	1.72385807109586e-10	CD8+ naive T cells	RGS1
ACAP13	9.17073737693402e-15	0.502464241980364	0.529	0.272	1.7803152469842e-10	CD8+ naive T cells	ACAP1
STK42	1.10162283877524e-14	0.598663634398818	0.673	0.452	2.13858041691437e-10	CD8+ naive T cells	STK4
FAM177A1	1.25623933113526e-14	0.608785133020142	0.664	0.517	2.43873741353288e-10	CD8+ naive T cells	FAM177A1
MALAT12	1.27207849278522e-14	0.340592297151142	1	0.988	2.46948597804395e-10	CD8+ naive T cells	MALAT1
CD2473	1.55980379345842e-14	0.45224164173742	0.283	0.096	3.02804710424082e-10	CD8+ naive T cells	CD247
DUSP4	2.83396462236637e-14	0.603870070905992	0.552	0.315	5.50157552139983e-10	CD8+ naive T cells	DUSP4
PPP2R5C1	3.75919821255049e-14	0.530234908640473	0.61	0.398	7.29773149002426e-10	CD8+ naive T cells	PPP2R5C
RPS212	4.70062319329585e-14	0.252797102041913	0.946	0.939	9.12531980514523e-10	CD8+ naive T cells	RPS21
RPS16	5.70357141166582e-14	0.262643645917379	0.96	0.962	1.10723431814668e-09	CD8+ naive T cells	RPS16
RGCC	7.27467727645253e-14	0.454809962039334	0.852	0.668	1.41223309967773e-09	CD8+ naive T cells	RGCC
RPS71	7.3086003042947e-14	0.26823655537644	0.942	0.952	1.41881857707273e-09	CD8+ naive T cells	RPS7
RPS12	1.1697535848513e-13	0.258321962992396	0.955	0.98	2.27084263427183e-09	CD8+ naive T cells	RPS12
RPS20	1.8680998138215e-13	0.264037628734135	0.96	0.963	3.62654216857168e-09	CD8+ naive T cells	RPS20
PPP1R2	2.7310021237069e-13	0.590915318713241	0.605	0.433	5.30169442275221e-09	CD8+ naive T cells	PPP1R2
PIK3IP12	3.58318094626911e-13	0.522982338990268	0.462	0.253	6.95602917099222e-09	CD8+ naive T cells	PIK3IP1
RNF1251	4.24870192070566e-13	0.52326319432882	0.404	0.192	8.24800503866589e-09	CD8+ naive T cells	RNF125
ICOS1	4.76805588821213e-13	0.443456325912166	0.323	0.126	9.25622689578621e-09	CD8+ naive T cells	ICOS
EIF1	1.76849781208354e-12	0.251218925213933	0.987	0.961	3.43318480259778e-08	CD8+ naive T cells	EIF1
GPR1712	2.12909812364211e-12	0.564901659307431	0.332	0.144	4.13321818742642e-08	CD8+ naive T cells	GPR171
TRBC12	3.31758036501084e-12	0.389246523610195	0.395	0.18	6.44041876259555e-08	CD8+ naive T cells	TRBC1
TNFAIP3	7.55394813281125e-12	0.538527888143198	0.641	0.444	1.46644795102265e-07	CD8+ naive T cells	TNFAIP3
HIST1H4C	1.19149085084857e-11	0.499950817594323	0.637	0.484	2.31304118875233e-07	CD8+ naive T cells	HIST1H4C
SRGN2	3.8996913892908e-11	0.341000935640162	0.946	0.865	7.57047089403022e-07	CD8+ naive T cells	SRGN
ARID5B2	6.35983758825266e-11	0.457052644554235	0.507	0.308	1.23463527100749e-06	CD8+ naive T cells	ARID5B
SLC38A1	6.49008669938499e-11	0.485907310400208	0.381	0.196	1.25992053095161e-06	CD8+ naive T cells	SLC38A1
SF11	7.22874339101926e-11	0.538860863040787	0.623	0.509	1.40331595449857e-06	CD8+ naive T cells	SF1
LTB2	9.51052527606456e-11	0.58613817669056	0.417	0.231	1.84627827184241e-06	CD8+ naive T cells	LTB
TSC22D31	1.47091040020725e-10	0.40689969152683	0.874	0.794	2.85547835992233e-06	CD8+ naive T cells	TSC22D3
CD44	2.37929410734213e-10	0.390811209688183	0.753	0.639	4.61892365058328e-06	CD8+ naive T cells	CD44
AC058791.11	7.31007987824491e-10	0.538481698667242	0.426	0.24	1.41910580676369e-05	CD8+ naive T cells	AC058791.1
CCR62	8.26344835677916e-10	0.539458193043262	0.256	0.113	1.60418322950154e-05	CD8+ naive T cells	CCR6
EEF1D	8.83118221774715e-10	0.302234665946991	0.852	0.872	1.71439740393125e-05	CD8+ naive T cells	EEF1D
AC092338.31	9.13398528859121e-10	0.54686470641672	0.422	0.245	1.77318056407421e-05	CD8+ naive T cells	AC092338.3
HSPA81	9.75475657667634e-10	0.298786914377759	0.861	0.837	1.89369089423018e-05	CD8+ naive T cells	HSPA8
SMCHD1	1.00535293507341e-09	0.601228872645344	0.435	0.27	1.951691652858e-05	CD8+ naive T cells	SMCHD1
NIBAN1	1.05438461733146e-09	0.551954861884761	0.48	0.314	2.04687685762556e-05	CD8+ naive T cells	NIBAN1
AC026979.21	1.07106868263505e-09	0.532721828856288	0.251	0.109	2.07926563359942e-05	CD8+ naive T cells	AC026979.2
RORA2	1.1001451316691e-09	0.418953381633409	0.448	0.265	2.13571174410923e-05	CD8+ naive T cells	RORA
AC114760.22	1.41462572045152e-09	0.432994711848954	0.48	0.298	2.74621291111254e-05	CD8+ naive T cells	AC114760.2
WDR741	1.46748963874553e-09	0.589040831070876	0.341	0.186	2.8488376356967e-05	CD8+ naive T cells	WDR74
STAT41	5.06077210902334e-09	0.448688458303618	0.305	0.146	9.82447689524701e-05	CD8+ naive T cells	STAT4
ITM2A2	5.96606514417617e-09	0.522238651293998	0.426	0.25	0.000115819222643892	CD8+ naive T cells	ITM2A
MCL1	6.83255263351357e-09	0.408700206440033	0.776	0.717	0.000132640344274399	CD8+ naive T cells	MCL1
PARP81	7.54308982973046e-09	0.326404563038875	0.323	0.163	0.000146434002864558	CD8+ naive T cells	PARP8
SC5D1	7.86234007422747e-09	0.538730050532085	0.354	0.194	0.000152631607860978	CD8+ naive T cells	SC5D
CYTIP2	1.10936001126909e-08	0.38131510479078	0.574	0.402	0.000215360058987669	CD8+ naive T cells	CYTIP
SRSF21	1.82618264331906e-08	0.489902720697545	0.744	0.702	0.00035451683654753	CD8+ naive T cells	SRSF2
ZNF3311	1.87228924781817e-08	0.510699198538983	0.623	0.499	0.000363467511678942	CD8+ naive T cells	ZNF331
CCL51	1.89744773462431e-08	0.349867993376182	0.561	0.349	0.000368351528722618	CD8+ naive T cells	CCL5
ETS11	2.08177956043178e-08	0.43027909911014	0.35	0.193	0.000404135866066621	CD8+ naive T cells	ETS1
PDE7A	2.76175084908926e-08	0.464514477381998	0.318	0.173	0.000536138692333698	CD8+ naive T cells	PDE7A
P2RY101	3.99778566272588e-08	0.390231048760732	0.314	0.162	0.000776090130704974	CD8+ naive T cells	P2RY10
CRIP1	4.82115170698302e-08	0.386769714405508	0.821	0.737	0.000935930180876613	CD8+ naive T cells	CRIP1
CD3G1	6.81070646902942e-08	0.408600432206068	0.386	0.216	0.00132216244683268	CD8+ naive T cells	CD3G
ZFP36	7.5234350608778e-08	0.281993556897052	0.897	0.822	0.00146052444836821	CD8+ naive T cells	ZFP36
TENT5C	1.10838793454051e-07	0.475952482249966	0.345	0.194	0.0021517134973235	CD8+ naive T cells	TENT5C
ANKRD121	1.77830272775225e-07	0.541182510720931	0.534	0.458	0.00345221908538544	CD8+ naive T cells	ANKRD12
NOP531	1.84480911816931e-07	0.334091613000945	0.749	0.772	0.00358132794110209	CD8+ naive T cells	NOP53
CALM1	2.15307047454258e-07	0.285943417376537	0.874	0.839	0.0041797557122295	CD8+ naive T cells	CALM1
CDKN1B	3.73228312454974e-07	0.442387642761004	0.35	0.218	0.0072454812296884	CD8+ naive T cells	CDKN1B
RCAN31	5.49387536715054e-07	0.442329810554604	0.314	0.182	0.0106652602502493	CD8+ naive T cells	RCAN3
FAM107B1	6.00280292559662e-07	0.456448237646167	0.413	0.288	0.0116532413194607	CD8+ naive T cells	FAM107B
SAMSN11	6.07872281163665e-07	0.301226461034274	0.677	0.546	0.0118006245942302	CD8+ naive T cells	SAMSN1
RSRP11	1.10822433234504e-06	0.331201722881803	0.744	0.716	0.0215139589638143	CD8+ naive T cells	RSRP1
PLAAT4	1.85169138396529e-06	0.403717694587386	0.413	0.287	0.0359468848369181	CD8+ naive T cells	PLAAT4
FAM118A1	2.01692466562439e-06	0.400198825256601	0.552	0.443	0.0391545585337662	CD8+ naive T cells	FAM118A
PABPC1	2.9794845339278e-06	0.276075110959254	0.834	0.837	0.0578407332571404	CD8+ naive T cells	PABPC1
RNF19A1	3.08161018688298e-06	0.40460338609763	0.332	0.207	0.0598232985579594	CD8+ naive T cells	RNF19A
CD522	3.31263908518974e-06	0.309774272254294	0.749	0.607	0.0643082625607883	CD8+ naive T cells	CD52
EVL3	3.56995634439317e-06	0.362299903641962	0.493	0.375	0.0693035625137046	CD8+ naive T cells	EVL
STK17A1	3.78445081305246e-06	0.492213814302297	0.395	0.28	0.0734675436337874	CD8+ naive T cells	STK17A
NSMCE3	3.97660939803408e-06	0.369270335843539	0.336	0.211	0.0771979182440355	CD8+ naive T cells	NSMCE3
RBM38	4.66162974367403e-06	0.34640037149818	0.26	0.143	0.0904962182139439	CD8+ naive T cells	RBM38
CEMIP2	5.97684670759383e-06	0.287700781736827	0.359	0.221	0.116028525134519	CD8+ naive T cells	CEMIP2
AKNA	6.05968161010706e-06	0.51523348419055	0.341	0.22	0.117636599097008	CD8+ naive T cells	AKNA
ARL4C	6.43718363600486e-06	0.325948276611822	0.534	0.393	0.124965045925762	CD8+ naive T cells	ARL4C
CD961	6.65727399774414e-06	0.286942599032113	0.296	0.166	0.129237660118207	CD8+ naive T cells	CD96
DDX24	7.12128909053674e-06	0.364883580602382	0.601	0.556	0.13824558511459	CD8+ naive T cells	DDX24
JUNB1	7.86546151178017e-06	0.3691739284346	0.83	0.815	0.152692204328188	CD8+ naive T cells	JUNB
FUS1	8.10898558239195e-06	0.4538138264717	0.713	0.672	0.157419737110975	CD8+ naive T cells	FUS
RESF1	9.25150802845688e-06	0.391671693570739	0.291	0.176	0.179599525356433	CD8+ naive T cells	RESF1
IL323	1.02182127945073e-05	0.254603408664909	0.565	0.402	0.19836616497977	CD8+ naive T cells	IL32
LIME11	1.22596352111338e-05	0.274982250240436	0.274	0.154	0.23799629835374	CD8+ naive T cells	LIME1
FMNL1	1.2630817303498e-05	0.40370698049938	0.466	0.359	0.245202056312807	CD8+ naive T cells	FMNL1
RHOH1	2.31554970090029e-05	0.356010714859138	0.368	0.243	0.449517663435774	CD8+ naive T cells	RHOH
ELF1	2.41791759399365e-05	0.398587074447475	0.511	0.441	0.469390342521987	CD8+ naive T cells	ELF1
ODF2L2	2.43179190941975e-05	0.382737494964979	0.417	0.306	0.472083763375657	CD8+ naive T cells	ODF2L
FXYD51	2.75977239898722e-05	0.328900605482192	0.637	0.613	0.535754615815389	CD8+ naive T cells	FXYD5
DDIT4	2.76388839909776e-05	0.302501234137751	0.677	0.572	0.536553654916849	CD8+ naive T cells	DDIT4
PDE4B	3.03402660355453e-05	0.411262995234948	0.435	0.33	0.588995584548041	CD8+ naive T cells	PDE4B
CD8A1	3.1116408443234e-05	0.284418764076224	0.305	0.179	0.604062837108502	CD8+ naive T cells	CD8A
ODC1	3.19665369652668e-05	0.395667281743646	0.368	0.263	0.620566382106725	CD8+ naive T cells	ODC1
